Timestamp: 2021-11-03 19:12:17.761657 | ProcessId: validator_4 | Action: Initial configuration | Object: {'nvalidators': 7, 'nfaulty': 2, 'nclients': 6, 'nclientops': 9, 'sleeptime': 1, 'clienttimeout': 10, 'delta': 4, 'window_size': 5, 'exclude_size': 3, 'failure_config': FailureConfig(failures=[Failure(src='_', dest='leader', msg_type=<MsgType.Vote: 4>, round=2, prob=1, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None), Failure(src='_', dest='_', msg_type=<MsgType.Timeout: 3>, round=2, prob=0.25, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None)], seed=637713655)} |
Timestamp: 2021-11-03 19:12:51.334539 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_1 | Msg: {'vote_info': {'id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'round': 33, 'parent_id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'parent_round': 32, 'exec_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53]}, 'ledger_commit_info': {'commit_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50], 'vote_info_hash': [56, 53, 56, 50, 51, 57, 55, 56, 98, 49, 48, 102, 101, 49, 50, 99, 52, 102, 98, 55, 50, 48, 50, 97, 56, 57, 56, 48, 50, 55, 97, 50, 52, 54, 97, 54, 51, 53, 55, 53, 52, 100, 48, 57, 54, 99, 57, 51, 48, 101, 51, 56, 102, 97, 51, 102, 49, 52, 54, 100, 54, 50, 99, 48]}, 'high_commit_qc': {'vote_info': {'id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'round': 32, 'parent_id': [56, 52, 55, 52, 50, 48, 52, 50, 50, 57, 56, 54, 52, 51, 49, 53, 55, 101, 49, 51, 53, 51, 101, 102, 56, 102, 57, 52, 97, 55, 98, 52, 101, 102, 97, 54, 53, 98, 50, 98, 100, 98, 98, 102, 99, 102, 53, 102, 100, 99, 101, 57, 51, 50, 48, 49, 102, 55, 102, 53, 54, 56, 101, 102], 'parent_round': 31, 'exec_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50]}, 'ledger_commit_info': {'commit_state_id': [48, 49, 101, 53, 54, 99, 54, 55, 53, 49, 53, 53, 51, 100, 49, 98, 48, 102, 55, 57, 49, 100, 53, 99, 98, 51, 55, 54, 102, 51, 101, 54, 53, 98, 51, 55, 49, 102, 51, 100, 98, 53, 48, 97, 98, 97, 50, 50, 53, 102, 99, 100, 98, 56, 102, 48, 97, 57, 52, 51, 49, 49, 52, 55], 'vote_info_hash': [55, 54, 97, 51, 51, 50, 98, 53, 56, 52, 53, 51, 99, 98, 98, 99, 48, 54, 49, 99, 99, 99, 56, 56, 97, 52, 52, 54, 52, 50, 101, 53, 50, 55, 52, 49, 49, 100, 101, 57, 52, 50, 50, 102, 97, 102, 50, 97, 98, 99, 56, 57, 50, 54, 51, 51, 55, 57, 48, 49, 54, 54, 102, 49]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [1, 0, 2, 5, 3], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.351432 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_1 | Msg: {'block': {'author': 1, 'round': 34, 'payload': [{'req_id': '0_2', 'command': '0-2', 'client': [7195121133439884028495891, 1, {}, '', '', '127.0.0.1', [38420, 22182]]}], 'qc': {'vote_info': {'id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'round': 33, 'parent_id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'parent_round': 32, 'exec_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53]}, 'ledger_commit_info': {'commit_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50], 'vote_info_hash': [56, 53, 56, 50, 51, 57, 55, 56, 98, 49, 48, 102, 101, 49, 50, 99, 52, 102, 98, 55, 50, 48, 50, 97, 56, 57, 56, 48, 50, 55, 97, 50, 52, 54, 97, 54, 51, 53, 55, 53, 52, 100, 48, 57, 54, 99, 57, 51, 48, 101, 51, 56, 102, 97, 51, 102, 49, 52, 54, 100, 54, 50, 99, 48]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [2, 0, 4, 6, 3], 'author_signature': {}}, 'id': [100, 52, 54, 56, 51, 97, 99, 48, 51, 48, 101, 49, 52, 55, 54, 56, 52, 49, 48, 56, 52, 102, 57, 53, 49, 56, 56, 48, 51, 55, 102, 57, 101, 52, 98, 53, 56, 53, 57, 51, 52, 54, 99, 50, 52, 101, 56, 57, 49, 52, 99, 49, 54, 99, 49, 51, 102, 50, 54, 51, 98, 102, 100, 97], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'round': 33, 'parent_id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'parent_round': 32, 'exec_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53]}, 'ledger_commit_info': {'commit_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50], 'vote_info_hash': [56, 53, 56, 50, 51, 57, 55, 56, 98, 49, 48, 102, 101, 49, 50, 99, 52, 102, 98, 55, 50, 48, 50, 97, 56, 57, 56, 48, 50, 55, 97, 50, 52, 54, 97, 54, 51, 53, 55, 53, 52, 100, 48, 57, 54, 99, 57, 51, 48, 101, 51, 56, 102, 97, 51, 102, 49, 52, 54, 100, 54, 50, 99, 48]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [2, 0, 4, 6, 3], 'author_signature': {}}, 'sender': 1, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.351981 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.352459 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'6b68b23954404b0b435bee1f2ec4723828b3e84a5b14770d259741a12122c59f'] |
Timestamp: 2021-11-03 19:12:51.353313 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_3 | Msg: {'req_id': '3_5', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.353872 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 34 |
Timestamp: 2021-11-03 19:12:51.355860 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_6 | Msg: {'vote_info': {'id': [100, 52, 54, 56, 51, 97, 99, 48, 51, 48, 101, 49, 52, 55, 54, 56, 52, 49, 48, 56, 52, 102, 57, 53, 49, 56, 56, 48, 51, 55, 102, 57, 101, 52, 98, 53, 56, 53, 57, 51, 52, 54, 99, 50, 52, 101, 56, 57, 49, 52, 99, 49, 54, 99, 49, 51, 102, 50, 54, 51, 98, 102, 100, 97], 'round': 34, 'parent_id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'parent_round': 33, 'exec_state_id': [50, 52, 54, 56, 54, 101, 100, 97, 55, 52, 49, 99, 98, 97, 101, 57, 51, 48, 50, 57, 102, 54, 101, 57, 56, 101, 55, 48, 97, 51, 98, 50, 55, 102, 48, 97, 54, 50, 50, 56, 102, 54, 100, 53, 52, 56, 101, 48, 100, 97, 54, 54, 98, 55, 56, 99, 56, 101, 102, 49, 57, 56, 56, 50]}, 'ledger_commit_info': {'commit_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53], 'vote_info_hash': [56, 99, 53, 53, 48, 49, 55, 100, 57, 51, 50, 98, 99, 57, 50, 54, 57, 54, 56, 49, 53, 102, 53, 49, 50, 50, 99, 48, 56, 56, 57, 57, 48, 99, 55, 51, 50, 97, 54, 49, 49, 97, 100, 52, 97, 54, 102, 52, 52, 54, 51, 55, 49, 99, 50, 99, 48, 101, 53, 54, 50, 55, 102, 55]}, 'high_commit_qc': {'vote_info': {'id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'round': 33, 'parent_id': [54, 98, 54, 56, 98, 50, 51, 57, 53, 52, 52, 48, 52, 98, 48, 98, 52, 51, 53, 98, 101, 101, 49, 102, 50, 101, 99, 52, 55, 50, 51, 56, 50, 56, 98, 51, 101, 56, 52, 97, 53, 98, 49, 52, 55, 55, 48, 100, 50, 53, 57, 55, 52, 49, 97, 49, 50, 49, 50, 50, 99, 53, 57, 102], 'parent_round': 32, 'exec_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53]}, 'ledger_commit_info': {'commit_state_id': [49, 50, 50, 48, 52, 98, 57, 49, 99, 48, 51, 54, 101, 49, 51, 51, 97, 97, 102, 52, 99, 51, 56, 56, 53, 54, 97, 99, 97, 101, 51, 52, 51, 102, 49, 57, 55, 102, 102, 97, 55, 54, 51, 100, 53, 101, 100, 56, 57, 53, 99, 57, 98, 99, 49, 53, 55, 50, 51, 52, 101, 55, 99, 50], 'vote_info_hash': [56, 53, 56, 50, 51, 57, 55, 56, 98, 49, 48, 102, 101, 49, 50, 99, 52, 102, 98, 55, 50, 48, 50, 97, 56, 57, 56, 48, 50, 55, 97, 50, 52, 54, 97, 54, 51, 53, 55, 53, 52, 100, 48, 57, 54, 99, 57, 51, 48, 101, 51, 56, 102, 97, 51, 102, 49, 52, 54, 100, 54, 50, 99, 48]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [2, 0, 4, 6, 3], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.371150 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_6 | Msg: {'block': {'author': 6, 'round': 35, 'payload': [{'req_id': '5_4', 'command': '5-4', 'client': [7195121133721359005206549, 1, {}, '', '', '127.0.0.1', [33122, 11490]]}], 'qc': {'vote_info': {'id': [100, 52, 54, 56, 51, 97, 99, 48, 51, 48, 101, 49, 52, 55, 54, 56, 52, 49, 48, 56, 52, 102, 57, 53, 49, 56, 56, 48, 51, 55, 102, 57, 101, 52, 98, 53, 56, 53, 57, 51, 52, 54, 99, 50, 52, 101, 56, 57, 49, 52, 99, 49, 54, 99, 49, 51, 102, 50, 54, 51, 98, 102, 100, 97], 'round': 34, 'parent_id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'parent_round': 33, 'exec_state_id': [50, 52, 54, 56, 54, 101, 100, 97, 55, 52, 49, 99, 98, 97, 101, 57, 51, 48, 50, 57, 102, 54, 101, 57, 56, 101, 55, 48, 97, 51, 98, 50, 55, 102, 48, 97, 54, 50, 50, 56, 102, 54, 100, 53, 52, 56, 101, 48, 100, 97, 54, 54, 98, 55, 56, 99, 56, 101, 102, 49, 57, 56, 56, 50]}, 'ledger_commit_info': {'commit_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53], 'vote_info_hash': [56, 99, 53, 53, 48, 49, 55, 100, 57, 51, 50, 98, 99, 57, 50, 54, 57, 54, 56, 49, 53, 102, 53, 49, 50, 50, 99, 48, 56, 56, 57, 57, 48, 99, 55, 51, 50, 97, 54, 49, 49, 97, 100, 52, 97, 54, 102, 52, 52, 54, 51, 55, 49, 99, 50, 99, 48, 101, 53, 54, 50, 55, 102, 55]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 6, 'signers': [0, 3, 2, 4, 1], 'author_signature': {}}, 'id': [101, 102, 54, 57, 54, 56, 56, 54, 51, 99, 55, 55, 99, 52, 101, 57, 99, 57, 55, 99, 101, 102, 48, 57, 52, 52, 99, 50, 49, 56, 97, 56, 101, 99, 55, 100, 52, 49, 54, 53, 100, 101, 51, 102, 49, 102, 97, 97, 102, 50, 55, 56, 49, 49, 55, 102, 52, 50, 51, 97, 100, 49, 100, 99], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [100, 52, 54, 56, 51, 97, 99, 48, 51, 48, 101, 49, 52, 55, 54, 56, 52, 49, 48, 56, 52, 102, 57, 53, 49, 56, 56, 48, 51, 55, 102, 57, 101, 52, 98, 53, 56, 53, 57, 51, 52, 54, 99, 50, 52, 101, 56, 57, 49, 52, 99, 49, 54, 99, 49, 51, 102, 50, 54, 51, 98, 102, 100, 97], 'round': 34, 'parent_id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'parent_round': 33, 'exec_state_id': [50, 52, 54, 56, 54, 101, 100, 97, 55, 52, 49, 99, 98, 97, 101, 57, 51, 48, 50, 57, 102, 54, 101, 57, 56, 101, 55, 48, 97, 51, 98, 50, 55, 102, 48, 97, 54, 50, 50, 56, 102, 54, 100, 53, 52, 56, 101, 48, 100, 97, 54, 54, 98, 55, 56, 99, 56, 101, 102, 49, 57, 56, 56, 50]}, 'ledger_commit_info': {'commit_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53], 'vote_info_hash': [56, 99, 53, 53, 48, 49, 55, 100, 57, 51, 50, 98, 99, 57, 50, 54, 57, 54, 56, 49, 53, 102, 53, 49, 50, 50, 99, 48, 56, 56, 57, 57, 48, 99, 55, 51, 50, 97, 54, 49, 49, 97, 100, 52, 97, 54, 102, 52, 52, 54, 51, 55, 49, 99, 50, 99, 48, 101, 53, 54, 50, 55, 102, 55]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 6, 'signers': [0, 3, 2, 4, 1], 'author_signature': {}}, 'sender': 6, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.373106 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.373937 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'c00a83be3e28f6ace05867de0df6b1664f59839242fcc14c3d1cbe9083adbd57'] |
Timestamp: 2021-11-03 19:12:51.375430 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_1 | Msg: {'req_id': '1_6', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.375756 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 35 |
Timestamp: 2021-11-03 19:12:51.377257 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_4 | Msg: {'vote_info': {'id': [101, 102, 54, 57, 54, 56, 56, 54, 51, 99, 55, 55, 99, 52, 101, 57, 99, 57, 55, 99, 101, 102, 48, 57, 52, 52, 99, 50, 49, 56, 97, 56, 101, 99, 55, 100, 52, 49, 54, 53, 100, 101, 51, 102, 49, 102, 97, 97, 102, 50, 55, 56, 49, 49, 55, 102, 52, 50, 51, 97, 100, 49, 100, 99], 'round': 35, 'parent_id': [100, 52, 54, 56, 51, 97, 99, 48, 51, 48, 101, 49, 52, 55, 54, 56, 52, 49, 48, 56, 52, 102, 57, 53, 49, 56, 56, 48, 51, 55, 102, 57, 101, 52, 98, 53, 56, 53, 57, 51, 52, 54, 99, 50, 52, 101, 56, 57, 49, 52, 99, 49, 54, 99, 49, 51, 102, 50, 54, 51, 98, 102, 100, 97], 'parent_round': 34, 'exec_state_id': [101, 99, 51, 56, 55, 55, 97, 100, 100, 51, 51, 101, 101, 56, 54, 50, 54, 48, 57, 101, 51, 100, 55, 52, 52, 53, 52, 50, 102, 55, 100, 54, 99, 48, 101, 55, 54, 49, 97, 50, 55, 99, 54, 53, 51, 54, 57, 97, 97, 99, 54, 56, 50, 100, 49, 50, 55, 57, 49, 54, 48, 49, 99, 100]}, 'ledger_commit_info': {'commit_state_id': [50, 52, 54, 56, 54, 101, 100, 97, 55, 52, 49, 99, 98, 97, 101, 57, 51, 48, 50, 57, 102, 54, 101, 57, 56, 101, 55, 48, 97, 51, 98, 50, 55, 102, 48, 97, 54, 50, 50, 56, 102, 54, 100, 53, 52, 56, 101, 48, 100, 97, 54, 54, 98, 55, 56, 99, 56, 101, 102, 49, 57, 56, 56, 50], 'vote_info_hash': [101, 53, 55, 49, 53, 49, 98, 52, 99, 98, 99, 56, 102, 102, 100, 52, 55, 97, 50, 97, 97, 98, 99, 52, 54, 101, 53, 52, 49, 50, 56, 54, 56, 54, 48, 50, 54, 97, 51, 101, 54, 51, 51, 53, 53, 98, 54, 55, 49, 97, 100, 51, 97, 54, 54, 100, 99, 98, 102, 53, 101, 97, 49, 51]}, 'high_commit_qc': {'vote_info': {'id': [100, 52, 54, 56, 51, 97, 99, 48, 51, 48, 101, 49, 52, 55, 54, 56, 52, 49, 48, 56, 52, 102, 57, 53, 49, 56, 56, 48, 51, 55, 102, 57, 101, 52, 98, 53, 56, 53, 57, 51, 52, 54, 99, 50, 52, 101, 56, 57, 49, 52, 99, 49, 54, 99, 49, 51, 102, 50, 54, 51, 98, 102, 100, 97], 'round': 34, 'parent_id': [99, 48, 48, 97, 56, 51, 98, 101, 51, 101, 50, 56, 102, 54, 97, 99, 101, 48, 53, 56, 54, 55, 100, 101, 48, 100, 102, 54, 98, 49, 54, 54, 52, 102, 53, 57, 56, 51, 57, 50, 52, 50, 102, 99, 99, 49, 52, 99, 51, 100, 49, 99, 98, 101, 57, 48, 56, 51, 97, 100, 98, 100, 53, 55], 'parent_round': 33, 'exec_state_id': [50, 52, 54, 56, 54, 101, 100, 97, 55, 52, 49, 99, 98, 97, 101, 57, 51, 48, 50, 57, 102, 54, 101, 57, 56, 101, 55, 48, 97, 51, 98, 50, 55, 102, 48, 97, 54, 50, 50, 56, 102, 54, 100, 53, 52, 56, 101, 48, 100, 97, 54, 54, 98, 55, 56, 99, 56, 101, 102, 49, 57, 56, 56, 50]}, 'ledger_commit_info': {'commit_state_id': [97, 51, 101, 52, 97, 49, 97, 100, 101, 55, 48, 101, 54, 48, 54, 56, 53, 99, 101, 49, 55, 100, 101, 50, 50, 101, 97, 48, 48, 48, 49, 99, 48, 51, 98, 51, 50, 56, 55, 51, 99, 51, 98, 98, 97, 101, 97, 99, 101, 98, 97, 53, 53, 100, 53, 51, 101, 50, 55, 100, 51, 52, 49, 53], 'vote_info_hash': [56, 99, 53, 53, 48, 49, 55, 100, 57, 51, 50, 98, 99, 57, 50, 54, 57, 54, 56, 49, 53, 102, 53, 49, 50, 50, 99, 48, 56, 56, 57, 57, 48, 99, 55, 51, 50, 97, 54, 49, 49, 97, 100, 52, 97, 54, 102, 52, 52, 54, 51, 55, 49, 99, 50, 99, 48, 101, 53, 54, 50, 55, 102, 55]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 6, 'signers': [0, 3, 2, 4, 1], 'author_signature': {}}, 'sender': 4, 'signature': {}}
